,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,name_room,name_luxury,name_townhouse,name_private,name_hidden,name_tribeca,name_cozy,name_service,name_loft,name_fee,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,neighbourhood_frequency,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,has_review,days_since_last_review,distance_manhattan
2638,2638,2638,2638,40.68996,-73.97855,450,3,82,2019-07-01,1.19,1,258,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,489,1,0,0,1,7.0,0.093429556886457
2639,2639,2639,2639,40.72352,-73.99498,217,30,0,,0.0,1,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,253,1,0,0,0,-1.0,0.06415032969517559
2640,2640,2640,2640,40.62347,-74.0359,90,7,0,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,1,0,0,0,-1.0,0.17224351047281936
2641,2641,2641,2641,40.76893,-73.95967,350,3,53,2018-10-03,0.79,1,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1798,1,0,0,1,278.0,0.018268273043718385
2642,2642,2642,2642,40.80684,-73.96404,160,24,10,2018-08-31,0.18,1,218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,346,1,0,0,1,311.0,0.02479623358496524
2643,2643,2643,2643,40.72991,-73.95208,45,4,7,2018-10-12,0.21,2,88,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1115,0,1,0,1,269.0,0.05652212398698507
2644,2644,2644,2644,40.69243,-73.94547,70,3,54,2019-06-17,0.77,5,316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,21.0,0.09425010238720712
2645,2645,2645,2645,40.72463,-73.98938,260,1,320,2019-06-12,5.68,2,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,1,0,0,1,26.0,0.061231146486081835
2646,2646,2646,2646,40.74342,-73.92635,100,30,2,2018-08-31,0.06,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,363,1,0,0,1,311.0,0.059883427590607004
2647,2647,2647,2647,40.67611,-74.01635,125,3,23,2019-06-03,0.64,1,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79,1,0,0,1,35.0,0.11612658007536336
2648,2648,2648,2648,40.63947,-74.01888,195,2,220,2019-06-27,3.1,2,287,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,390,1,0,0,1,11.0,0.15133723699076318
2649,2649,2649,2649,40.69916,-73.92219,58,5,31,2019-02-28,0.43,1,297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2465,0,1,0,1,130.0,0.09720032767434113
2650,2650,2650,2650,40.82036,-73.95589,75,5,3,2018-12-31,0.16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2658,0,1,0,1,189.0,0.04028279657620903
2651,2651,2651,2651,40.72587,-74.00186,200,4,68,2019-04-27,0.95,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,358,1,0,0,1,72.0,0.06492540719933532
2652,2652,2652,2652,40.69063,-73.94534,75,2,33,2019-05-23,0.52,5,201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,46.0,0.09601791759874548
2653,2653,2653,2653,40.6918,-73.94673,95,2,44,2019-01-25,0.64,5,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,164.0,0.09452233016594076
2654,2654,2654,2654,40.70759,-73.92678,99,2,189,2017-12-20,2.63,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,0,1,0,1,565.0,0.08760648663198023
2655,2655,2655,2655,40.68444,-73.94201,275,3,20,2019-04-28,0.34,1,257,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,71.0,0.10288756824805932
2656,2656,2656,2656,40.69648,-73.98261,162,2,11,2019-01-01,0.44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,1,0,0,1,188.0,0.08736825796591874
2657,2657,2657,2657,40.74206,-73.99499,200,3,0,,0.0,1,345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1113,1,0,0,0,-1.0,0.04743675473722741
2658,2658,2658,2658,40.72347,-74.00488,285,5,11,2017-06-18,0.16,1,173,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,358,1,0,0,1,750.0,0.06848415364155483
2659,2659,2659,2659,40.79813,-73.93132,120,7,64,2019-04-03,0.91,2,184,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1117,1,0,0,1,96.0,0.042618250785312825
2660,2660,2660,2660,40.8392,-73.94216,120,1,76,2019-01-13,1.07,2,314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,899,1,0,0,1,176.0,0.06317065457947843
2661,2661,2661,2661,40.73078,-74.00282,210,2,140,2019-06-10,2.1,5,319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,768,1,0,0,1,28.0,0.06113269828822929
2662,2662,2662,2662,40.67317,-73.97676,160,30,25,2018-08-22,0.35,1,363,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,506,0,1,0,1,320.0,0.1100705160340393
2663,2663,2663,2663,40.73721,-74.00973,110,6,1,2018-09-01,0.1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,768,1,0,0,1,310.0,0.05992038885054621
2664,2664,2664,2664,40.71419,-73.95042,200,7,0,,0.0,1,345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,0,-1.0,0.07197497134420718
2665,2665,2665,2665,40.74449,-73.95201,138,1,4,2016-07-05,0.06,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,537,1,0,0,1,1098.0,0.043115985434635254
2666,2666,2666,2666,40.74036,-74.00138,90,3,5,2016-07-25,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1113,0,1,0,1,1078.0,0.05232150609452722
2667,2667,2667,2667,40.65671,-73.9622,45,30,21,2019-04-30,0.45,1,21,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,535,0,1,0,1,69.0,0.12671003156814448
2668,2668,2668,2668,40.64674,-74.01043,80,30,18,2017-09-30,0.31,1,161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,390,1,0,0,1,646.0,0.1418909528475979
2669,2669,2669,2669,40.71406,-73.94965,70,10,0,,0.0,1,365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,0,1,0,0,-1.0,0.0723251277219665
2670,2670,2670,2670,40.6937,-73.93104,72,7,41,2019-06-11,0.58,1,68,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,27.0,0.09800604879291688
2671,2671,2671,2671,40.72418,-73.98283,95,14,172,2019-05-25,2.39,1,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,0,1,0,1,44.0,0.06005683391588601
2672,2672,2672,2672,40.68584,-73.9263,75,5,13,2019-05-22,0.56,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,47.0,0.10712384235080245
2673,2673,2673,2673,40.76781,-73.92684,70,20,75,2018-09-15,1.05,1,364,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,900,1,0,0,1,296.0,0.04692114342170049
2674,2674,2674,2674,40.71385,-73.93861,160,6,1,2013-09-07,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,2130.0,0.07653542055806238
2675,2675,2675,2675,40.63899,-73.95177,29,2,5,2014-10-20,0.07,1,321,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,621,0,0,1,1,1722.0,0.14541395049994119
2676,2676,2676,2676,40.66453,-73.97912,175,3,62,2019-05-12,1.46,1,213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,284,1,0,0,1,57.0,0.1188342177152674
2677,2677,2677,2677,40.76924,-73.91776,75,6,0,,0.0,1,180,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,900,0,1,0,0,-1.0,0.05520808998687855
2678,2678,2678,2678,40.72998,-73.99999,110,3,7,2018-12-10,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,392,0,1,0,1,210.0,0.060420182886184864
2679,2679,2679,2679,40.71362,-73.93561,175,3,199,2019-06-30,2.78,1,272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,8.0,0.07806483523328382
2680,2680,2680,2680,40.768,-73.98695,99,1,123,2019-06-25,1.99,2,245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1958,0,1,0,1,13.0,0.02181908568203099
2681,2681,2681,2681,40.86457,-73.92749,100,2,7,2015-12-07,0.15,1,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,252,0,1,0,1,1309.0,0.09245498904872378
2682,2682,2682,2682,40.68714,-73.95775,144,5,3,2016-10-09,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,1002.0,0.09689800875146715
2683,2683,2683,2683,40.63427,-73.95248,171,2,34,2019-07-02,1.47,3,243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,621,1,0,0,1,6.0,0.1500026909758591
2684,2684,2684,2684,40.78622,-73.97586,99,30,23,2019-04-20,0.32,8,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1971,1,0,0,1,79.0,0.005608029957126483
2685,2685,2685,2685,40.73556,-74.00903,270,1,4,2015-10-04,0.06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,768,1,0,0,1,1373.0,0.06075492161133755
2686,2686,2686,2686,40.71444,-73.98348,160,3,220,2019-06-28,3.19,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,911,1,0,0,1,10.0,0.06974950895883998
2687,2687,2687,2687,40.82407,-73.94434,65,7,40,2019-06-13,0.86,1,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,0,1,0,1,25.0,0.04898979995876776
2688,2688,2688,2688,40.68238,-73.93795,99,3,208,2019-06-25,2.89,1,206,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3714,1,0,0,1,13.0,0.10606639854354809
2689,2689,2689,2689,40.81623,-73.94907,125,3,232,2019-06-13,3.22,1,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,1,0,0,1,25.0,0.03984135790857974
2690,2690,2690,2690,40.68669,-73.91897,72,3,0,,0.0,1,365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,0,-1.0,0.10964880756305188
2691,2691,2691,2691,40.67427,-73.95042,300,2,16,2019-06-09,0.24,2,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1564,1,0,0,1,29.0,0.11079610688106124
2692,2692,2692,2692,40.76391,-73.99225,112,1,196,2019-07-03,5.4,1,71,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1958,0,1,0,1,5.0,0.028484357110524723
2693,2693,2693,2693,40.67947,-73.99709,100,30,4,2019-01-28,0.06,1,321,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,233,1,0,0,1,161.0,0.10681511597147317
2694,2694,2694,2694,40.70444,-73.92005,60,2,64,2019-06-01,0.89,2,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2465,0,1,0,1,37.0,0.09382813064320925
2695,2695,2695,2695,40.7262,-73.97913,232,10,2,2015-09-01,0.03,1,234,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1853,1,0,0,1,1406.0,0.057449933855487564
2696,2696,2696,2696,40.70823,-73.94405,138,1,0,,0.0,1,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,0,1,0,0,-1.0,0.07964068934909542
2697,2697,2697,2697,40.7223,-73.9821,140,2,149,2019-06-16,2.41,1,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1853,1,0,0,1,22.0,0.06176932895863604
2698,2698,2698,2698,40.72193,-73.99379,5000,1,2,2013-09-28,0.03,1,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,253,1,0,0,1,2109.0,0.06520795196906591
2699,2699,2699,2699,40.68665,-73.93293,168,2,1,2016-05-04,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,1160.0,0.10376509721481136
2700,2700,2700,2700,40.64965,-73.96154,100,30,49,2017-01-02,0.69,1,342,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,621,1,0,0,1,917.0,0.13379917077470602
2701,2701,2701,2701,40.73193,-73.74481,150,2,0,,0.0,1,365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,0,-1.0,0.2321008423078159
2702,2702,2702,2702,40.69979,-73.92078,95,4,21,2019-01-02,0.29,1,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2465,1,0,0,1,187.0,0.09737932275385681
2703,2703,2703,2703,40.8057,-73.95826,175,2,1,2017-10-28,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,346,1,0,0,1,618.0,0.02604234244456898
2704,2704,2704,2704,40.73458,-74.00492,220,2,13,2019-06-09,0.23,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,768,1,0,0,1,29.0,0.05908662115910681
2705,2705,2705,2705,40.80028,-73.9618,178,32,132,2018-05-01,1.84,1,211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1971,1,0,0,1,433.0,0.019583472623620726
2706,2706,2706,2706,40.67265,-73.9247,85,2,67,2018-11-12,0.97,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1564,1,0,0,1,238.0,0.11983927778487126
2707,2707,2707,2707,40.72638,-73.85852,35,4,76,2019-02-04,1.07,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,0,1,0,1,154.0,0.1261504688853722
2708,2708,2708,2708,40.72732,-73.94076,129,30,6,2018-09-11,0.08,52,277,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1115,1,0,0,1,300.0,0.06354527519808034
2709,2709,2709,2709,40.80759,-73.93839,55,1,167,2019-05-07,2.78,10,363,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1117,0,1,0,1,62.0,0.04094210790860505
2710,2710,2710,2710,40.64187,-73.9586,69,4,34,2019-01-01,0.72,3,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,621,0,1,0,1,188.0,0.14179094787749974
2711,2711,2711,2711,40.6762,-73.96671,68,3,11,2019-01-27,0.33,2,187,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,357,0,1,0,1,162.0,0.10699425264937858
2712,2712,2712,2712,40.67471,-73.94571,69,2,90,2019-07-02,1.25,1,186,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1564,0,1,0,1,6.0,0.11134690027117738
2713,2713,2713,2713,40.76582,-73.99468,300,2,23,2018-09-23,0.32,1,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1958,1,0,0,1,288.0,0.029153195365178807
2714,2714,2714,2714,40.80533,-73.94665,175,1,152,2019-07-04,4.54,3,248,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2658,1,0,0,1,4.0,0.033119109287533144
2715,2715,2715,2715,40.6891,-73.7733,59,1,190,2019-06-16,2.64,5,359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,0,1,0,1,22.0,0.21908995869275918
2716,2716,2716,2716,40.69045,-73.77467,59,1,19,2016-06-29,0.26,5,359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,0,1,0,1,1104.0,0.2172741664349402
2717,2717,2717,2717,40.76199,-73.98627,169,2,33,2019-04-10,0.47,2,340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,288,0,1,0,1,89.0,0.02593717409434317
2718,2718,2718,2718,40.70901,-73.95291,120,2,1,2015-05-17,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,1513.0,0.07631416775409064
2719,2719,2719,2719,40.69301,-73.94551,155,3,227,2019-06-14,3.16,1,244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,24.0,0.09368129055472722
2720,2720,2720,2720,40.71915,-73.94061,165,2,80,2017-07-19,1.28,1,188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,719.0,0.07088970729237885
2721,2721,2721,2721,40.81384,-73.93973,60,2,125,2019-06-28,1.77,4,167,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2658,0,1,0,1,10.0,0.04399214134365384
2722,2722,2722,2722,40.71867,-73.9557,190,3,10,2019-05-26,0.26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,43.0,0.06626820429134454
2723,2723,2723,2723,40.73695,-74.00572,150,5,3,2018-01-01,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,768,1,0,0,1,553.0,0.05763204750830725
2724,2724,2724,2724,40.77864,-73.98437,150,30,18,2019-05-20,0.29,2,135,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1971,1,0,0,1,49.0,0.013904693452212942
2725,2725,2725,2725,40.69077,-73.95745,120,4,26,2019-07-05,0.53,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,3.0,0.09334822654983585
2726,2726,2726,2726,40.74632,-73.94799,349,1,26,2016-12-13,0.36,2,365,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,537,0,1,0,1,937.0,0.04349106230019721
2727,2727,2727,2727,40.68872,-73.77373,59,1,14,2016-10-22,0.19,5,359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,0,1,0,1,989.0,0.21886522176900813
2728,2728,2728,2728,40.76035,-73.98026,99,2,62,2019-05-23,2.22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,288,0,0,1,1,46.0,0.024487672408782826
2729,2729,2729,2729,40.69054,-73.77306,59,1,32,2016-09-21,0.45,5,359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,0,1,0,1,1020.0,0.21869342285491314
2730,2730,2730,2730,40.71215,-73.95637,110,3,23,2019-05-06,0.32,1,159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,0,1,0,1,63.0,0.07248331808077742
2731,2731,2731,2731,40.72247,-73.97947,73,12,11,2019-06-29,0.16,1,21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1853,0,1,0,1,9.0,0.06119141933310345
2732,2732,2732,2732,40.71608,-73.98962,179,3,201,2019-06-14,2.84,1,256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,368,1,0,0,1,24.0,0.06950522858030284
2733,2733,2733,2733,40.74234,-73.92579,102,5,8,2018-01-02,0.24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,363,0,1,0,1,552.0,0.06102004342836024
2734,2734,2734,2734,40.68786,-73.91722,62,3,95,2019-02-11,1.32,8,338,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2465,0,1,0,1,147.0,0.10947373200909405
2735,2735,2735,2735,40.7703,-73.93306,140,2,13,2014-09-01,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,900,1,0,0,1,1771.0,0.04023058040843868
2736,2736,2736,2736,40.76084,-73.96908,300,15,6,2018-11-07,0.58,2,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1545,1,0,0,1,243.0,0.022360724496307598
2737,2737,2737,2737,40.7245,-73.99419,299,2,26,2017-09-30,0.37,1,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,253,1,0,0,1,646.0,0.06294839235437348
2738,2738,2738,2738,40.69332,-73.96543,104,12,11,2017-07-30,0.15,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,572,1,0,0,1,708.0,0.08996522272522608
2739,2739,2739,2739,40.75029,-73.99556,98,120,38,2019-05-15,0.54,19,290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1113,1,0,0,1,54.0,0.040864479685907264
2740,2740,2740,2740,40.71501,-73.98061,49,1,90,2019-01-01,1.29,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,911,0,1,0,1,188.0,0.06873715298148284
2741,2741,2741,2741,40.75028,-73.99533,96,115,45,2019-03-15,0.63,19,210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1113,1,0,0,1,115.0,0.04073584784928431
2742,2742,2742,2742,40.70952,-73.95078,80,3,130,2017-05-04,1.85,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3920,0,1,0,1,795.0,0.07636093765794147
2743,2743,2743,2743,40.68007,-73.96334,89,3,147,2019-07-01,2.05,1,362,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1564,0,1,0,1,7.0,0.10332937868776358
2744,2744,2744,2744,40.71862,-73.99154,125,1,1,2013-09-16,0.01,1,364,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,911,0,1,0,1,2121.0,0.06761202555758612
2745,2745,2745,2745,40.68505,-73.8718,345,2,78,2019-06-30,2.49,1,185,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,135,1,0,0,1,8.0,0.13962149727030104
2746,2746,2746,2746,40.6862,-73.97184,150,3,17,2016-09-24,0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,489,1,0,0,1,1017.0,0.09690211349604103
2747,2747,2747,2747,40.80427,-73.95404,100,2,15,2019-05-20,0.21,2,326,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2658,0,1,0,1,49.0,0.027251321068892494
2748,2748,2748,2748,40.7204,-73.99042,120,5,9,2016-09-28,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,911,1,0,0,1,1013.0,0.06557971027688446
2749,2749,2749,2749,40.72267,-73.94362,149,30,9,2018-02-18,0.13,52,343,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1115,1,0,0,1,505.0,0.06642620943573115
2750,2750,2750,2750,40.67838,-73.95549,145,4,18,2018-11-25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1564,1,0,0,1,225.0,0.10589184340637399
2751,2751,2751,2751,40.70582,-74.00888,390,3,1,2018-09-13,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,744,1,0,0,1,298.0,0.08597662938264004
2752,2752,2752,2752,40.80011,-73.9133,60,21,19,2019-01-02,0.28,2,178,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,46,0,1,0,1,187.0,0.06034691458557547
2753,2753,2753,2753,40.6747,-73.97947,190,3,17,2018-10-22,0.28,1,167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,1,0,0,1,259.0,0.10871500770362533
2754,2754,2754,2754,40.72822,-74.00429,80,3,51,2019-04-26,0.79,3,276,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,358,0,1,0,1,73.0,0.06408402687097449
2755,2755,2755,2755,40.68411,-73.95169,55,1,162,2019-06-19,2.26,15,334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,19.0,0.10089430211860326
2756,2756,2756,2756,40.71202,-73.96602,275,2,195,2019-06-30,2.74,1,331,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3920,1,0,0,1,8.0,0.07126849794964978
2757,2757,2757,2757,40.71471,-73.94045,250,1,87,2019-06-27,1.23,1,272,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,11.0,0.07498502917249529
2758,2758,2758,2758,40.82124,-73.94973,100,2,271,2019-06-30,3.85,2,270,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,1,0,0,1,8.0,0.04376780209240757
2759,2759,2759,2759,40.74776,-73.97335,600,4,7,2015-09-04,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,485,1,0,0,1,1403.0,0.03540533999271656
2760,2760,2760,2760,40.66405,-73.9923,66,2,4,2019-05-12,0.08,1,365,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,390,0,1,0,1,57.0,0.12090538656320828
2761,2761,2761,2761,40.67171,-73.98079,65,7,58,2019-03-29,0.83,2,333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,0,1,0,1,101.0,0.11180205812059131
2762,2762,2762,2762,40.80108,-73.94346,220,4,60,2019-06-19,0.85,1,332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1117,1,0,0,1,19.0,0.03305734411594097
2763,2763,2763,2763,40.77006,-73.95441,159,2,114,2019-06-23,1.62,1,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1798,1,0,0,1,15.0,0.021259014558533088
2764,2764,2764,2764,40.7057,-73.93836,70,2,31,2017-03-31,0.44,2,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3920,0,1,0,1,829.0,0.08407868695453753
2765,2765,2765,2765,40.65936,-73.95139,49,5,84,2019-06-16,1.17,3,296,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,535,0,1,0,1,22.0,0.12531569614377602
2766,2766,2766,2766,40.70121,-73.91883,47,5,21,2018-11-30,0.36,1,56,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2465,0,1,0,1,220.0,0.09720385280429303
2767,2767,2767,2767,40.71804,-73.99147,299,1,200,2019-06-02,2.8,4,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,911,1,0,0,1,36.0,0.06814452655936382
2768,2768,2768,2768,40.66021,-73.96107,79,7,19,2019-02-18,0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,535,1,0,0,1,140.0,0.12330680840894123
2769,2769,2769,2769,40.69197,-73.97218,115,4,12,2019-02-22,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,489,1,0,0,1,136.0,0.09113526924303204
2770,2770,2770,2770,40.68639,-73.9624,229,3,38,2019-06-25,0.54,1,364,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,572,1,0,0,1,13.0,0.09710954690450795
2771,2771,2771,2771,40.6882,-73.94645,115,5,3,2014-04-02,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,1923.0,0.09807432130786847
2772,2772,2772,2772,40.73051,-73.99518,1100,2,17,2018-10-20,0.25,2,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,392,1,0,0,1,261.0,0.057799208472088075
2773,2773,2773,2773,40.71,-73.9523,165,4,10,2018-10-06,0.14,1,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,275.0,0.07550377474007235
2774,2774,2774,2774,40.69336,-73.94678,67,6,10,2018-05-30,0.39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,404.0,0.09300324725513322
2775,2775,2775,2775,40.69289,-73.94356,68,3,52,2019-06-24,2.44,3,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,14.0,0.0943494234216581
2776,2776,2776,2776,40.63591,-73.90941,85,3,1,2019-01-04,0.16,2,132,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147,0,1,0,1,185.0,0.15963364369705632
2777,2777,2777,2777,40.68084,-73.92804,170,3,134,2019-06-20,2.0,3,209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,18.0,0.11099501430243974
2778,2778,2778,2778,40.62666,-73.96094,95,3,46,2019-07-01,0.76,3,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109,0,1,0,1,7.0,0.15677608618663405
